Video,Frame.no.,Date.of.video,Colony,Date.of.analysis,Treatment,Year,Observer.doing.the.analysis,Length.in.pixels.of.Zone2,Length.in.pixels.of.Zone1,End.of.bridge,Ant.choice,Angle.measurement.1,Angle.measurement.2,Angle.measurement.3,Reason.for.NA..Angle.measurement.,Gaster.touching.the.paper,Comments
DSC_9264,11991,9/20/2024,C4F24,4/10/2025,Control,2024,Tiffany,562,868.54,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,6220,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9266,6223,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,6226,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,38.948,37.235,39.313,,NA,
DSC_9266,6229,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,41.987,42.273,42.217,,NA,
DSC_9266,6232,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,46.245,44.421,46.55,,NA,
DSC_9266,6235,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,37.7,37.655,39.75,,NA,
DSC_9266,6238,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9266,6241,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,42.237,42.043,42.522,,No,
DSC_9266,6244,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,44.827,45.169,45.674,,No,
DSC_9266,6247,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,42.51,44.686,43.755,,No,
DSC_9266,6250,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,41.855,40.414,41.269,,No,
DSC_9266,6253,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,45,47.677,46.245,,NA,
DSC_9266,6256,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,46.056,46.364,46.273,,NA,
DSC_9266,6259,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,48.965,48.366,47.793,,No,
DSC_9266,6262,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9266,6265,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,41.803,43.069,42.397,,No,
DSC_9266,6268,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,6271,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9266,8092,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,"Reason for big jump in the frames: Ant retraced a part of zone 1 earlier, so only included the later frames "
DSC_9266,8095,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8098,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,38.784,38.541,40.872,,NA,
DSC_9266,8101,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8104,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8107,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8110,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8113,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,46.302,48.257,47.726,,NA,
DSC_9266,8116,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9266,8119,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8122,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8125,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,38.047,40.179,39.56,,NA,
DSC_9266,8128,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,40.872,40.503,40.624,,NA,
DSC_9266,8131,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,41.783,40.03,41.987,,NA,
DSC_9266,8134,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,41.186,41.468,40.292,,NA,
DSC_9266,8137,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,45,43.531,43.561,,NA,
DSC_9266,8140,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8143,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8146,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8149,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8152,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,43.568,43.636,44.373,,NA,
DSC_9266,8155,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9266,8158,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8161,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8164,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9266,8167,9/22/2024,C4F24,4/11/2025,Experimental,2024,Tiffany,520,803.63,Right,Correct,43.604,41.836,41.468,,NA,
DSC_9294,2897,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9294,2900,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9294,2903,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,35.7,35.287,34.019,Ant not completely sideways,No,
DSC_9294,2906,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,37.117,36.601,36.603,Ant very blurry,No,
DSC_9294,2909,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9294,2912,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,44.792,43.544,44.119,Ant very blurry,No,
DSC_9294,2915,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9294,2918,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,45.206,46.091,46.848,Ant very blurry,No,
DSC_9294,2921,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9294,2924,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9294,2927,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9294,2930,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9294,2933,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9294,2936,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9294,2939,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,45.266,46.193,45.939,Ant very blurry,No,
DSC_9294,2942,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,45.909,46.993,46.736,Ant very blurry,No,
DSC_9294,2945,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9294,2948,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,45.881,45.939,45.626,Ant not completely sideways,NA,
DSC_9294,2951,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9294,2954,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9294,2957,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9294,2960,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9294,2963,9/26/2024,C4F24,11/4/2025,Control,2024,Chinmay,508.14,785.3,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,Ant exited zone 1 towards food source after this screenshot (so big gap in the later screenshots)
DSC_9303,319,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,43.977,44.19,42.216,,No,
DSC_9303,322,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,39.649,38.169,38.884,,NA,
DSC_9303,325,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,49.784,49.399,47.353,,No,
DSC_9303,328,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9303,331,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9303,334,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9303,337,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9303,340,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9303,343,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9303,346,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,51.782,52.169,51.502,,No,
DSC_9303,349,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,43.025,43.788,41.576,,Yes,
DSC_9303,352,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,46.9,45.745,45.546,,No,
DSC_9303,355,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,44.256,42.051,42.577,,NA,
DSC_9303,358,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9303,361,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,41.899,41.112,41.82,,NA,
DSC_9303,364,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9303,367,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,44.454,45.515,42.983,,NA,
DSC_9303,370,9/29/2024,C5F24,4/15/2025,Control,2024,Tiffany,534.13,825.47,Left,Correct,49.432,49.775,48.945,,No,
DSC_9311,12918,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12921,10/2/2024,C2F24,4/15/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,46.011,45.805,45.497,,NA,
DSC_9311,12924,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9311,12927,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12930,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9311,12933,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9311,12936,10/2/2024,C2F24,11/19/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,46.704,46.935,45.977,,NA,
DSC_9311,12939,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,na,na,na,Ant not completely sideways,NA,
DSC_9311,12942,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,na,na,na,Ant very blurry,No,
DSC_9311,12945,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,45,43.781,44.773,,NA,
DSC_9311,12948,10/2/2024,C2F24,11/19/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,44.991,45.468,44.032,,Yes,
DSC_9311,12951,10/2/2024,C2F24,11/19/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,44.216,45.785,44.176,,Yes,
DSC_9311,12954,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12957,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12960,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12963,10/2/2024,C2F24,11/19/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,48.2,47.508,48.325,,NA,
DSC_9311,12966,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12969,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12972,10/2/2024,C2F24,11/19/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,46.808,46.105,46.569,,NA,
DSC_9311,12975,10/2/2024,C2F24,11/19/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,47.731,48.671,47.97,,NA,
DSC_9311,12978,10/2/2024,C2F24,11/19/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,46.642,47.064,47.643,,NA,
DSC_9311,12981,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9311,12984,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12987,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12990,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9311,12993,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9311,12996,10/2/2024,C2F24,11/19/2025,Control,2024,Chinmay,516.01,797.47,Right,Correct,46.02,45.19,45.52,,Yes,
DSC_9311,12999,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9311,13002,10/2/2024,C2F24,4/15/2025,Control,2024,Tiffany,516.01,797.47,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9315,1489,10/3/2024,C5F24,11/19/2025,Experimental,2024,Chinmay,494,763.45,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9315,1492,10/3/2024,C5F24,11/19/2025,Experimental,2024,Chinmay,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1495,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,43.919,42.933,43.117,,NA,
DSC_9315,1498,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,43.893,44.098,43.881,,NA,
DSC_9315,1501,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1504,10/3/2024,C5F24,11/19/2025,Experimental,2024,Chinmay,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1507,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1510,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,45.695,46.453,46.759,Ant very blurry,NA,
DSC_9315,1513,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1516,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1519,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1522,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1946,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,"Reason for big jump in the frames: Ant retraced a part of zone 1 earlier, so only included the later frames "
DSC_9315,1949,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1952,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9315,1955,10/3/2024,C5F24,4/15/2025,Experimental,2024,Tiffany,494,763.45,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,638,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,na,na,na,Ant very blurry,NA,
DSC_9324,641,10/8/2024,C4F24,11/4/2025,Experimental,2024,Chinmay,520.01,803.65,Right,Correct,46.548,47.024,47.448,Ant very blurry,NA,
DSC_9324,644,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,647,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,650,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,653,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,656,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,659,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,662,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,665,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,668,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9324,671,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,674,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,677,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,680,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9324,683,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9324,686,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9324,689,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9324,692,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9324,695,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not in view,NA,
DSC_9324,698,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not in view,NA,
DSC_9324,701,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not in view,NA,
DSC_9324,704,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9324,707,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9324,710,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9324,713,10/8/2024,C4F24,4/17/2025,Experimental,2024,Tiffany,520.01,803.65,Right,Correct,NA,NA,NA,Ant not completely sideways,No,"Ant covered entire region initially and turned back towards the food soruce, so the same frames were not reanalyzed while exiting"
DSC_9337,1670,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,48.991,48.354,48.821,Ant very blurry,No,
DSC_9337,1673,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9337,1676,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,46.248,45.455,46.138,Ant very blurry,No,
DSC_9337,1679,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9337,1682,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9337,1685,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9337,1688,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9337,1691,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9337,1694,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9337,1697,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9337,1700,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9337,1703,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9337,1706,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9337,1709,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,44.408,44.052,45.503,,No,
DSC_9337,1712,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9337,1715,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,48.68,48.298,48.24,,No,
DSC_9337,1718,10/11/2024,C4F24,11/4/2025,Control,2024,Chinmay,522,806.72,Right,Correct,45.896,46.134,46.825,,No,
DSC_9339,863,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,866,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,869,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,872,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,875,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
