Video,Frame.no.,Date.of.video,Colony,Date.of.analysis,Treatment,Year,Observer.doing.the.analysis,Length.in.pixels.of.Zone2,Length.in.pixels.of.Zone1,End.of.bridge,Ant.choice,Angle.measurement.1,Angle.measurement.2,Angle.measurement.3,Reason.for.NA..Angle.measurement.,Gaster.touching.the.paper,Comments
DSC_9339,878,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,881,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,884,10/12/2024,C1F24,11/20/2025,Control,2024,Chinmay,506.09,782.13,Left,Correct,52.224,51.21,51.565, ,NA,
DSC_9339,887,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,890,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,893,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,896,10/12/2024,C1F24,11/20/2025,Control,2024,Chinmay,506.09,782.13,Left,Correct,46.685,46.704,47.463, ,NA,
DSC_9339,899,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,902,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,905,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,908,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,911,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,914,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,917,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,920,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,923,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,926,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9339,929,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,932,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9339,935,10/12/2024,C1F24,4/17/2025,Control,2024,Tiffany,506.09,782.13,Left,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9362,4121,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4124,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4127,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4130,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4133,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4136,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4139,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4142,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4145,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4148,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4151,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4154,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4157,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4160,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9362,4163,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9362,4166,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9362,4169,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9362,4172,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9362,4175,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9362,4178,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9362,4181,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4184,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4187,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4190,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4193,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4196,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4199,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4202,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4205,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4208,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4211,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4214,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4217,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4220,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4223,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4226,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4229,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4232,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4235,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4238,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4241,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4244,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4247,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4250,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4253,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4256,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4259,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9362,4262,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9362,4265,10/23/2024,C7F24,4/17/2025,Control,2024,Tiffany,520.31,804.11,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1677,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,1680,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,1683,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,1686,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1689,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1692,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1695,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1698,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1701,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1704,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1707,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1710,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1713,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1716,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1719,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1722,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1725,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,1728,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,1731,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9365,1734,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,1737,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1740,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9365,1743,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,52.351,51.069,51.315,,No,
DSC_9365,1746,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9365,1749,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9365,1752,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9365,1755,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9365,1758,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9365,1761,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,1764,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,1767,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9365,2825,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,No,"Ant retraced the same path while exiting, so the frames were not reanalyzed, and so there is a big jump between the frames"
DSC_9365,2828,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,47.437,47.53,48.921, ,No,
DSC_9365,2831,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,48.389,48.384,50.981,,No,
DSC_9365,2834,10/24/2024,C7F24,11/4/2025,Experimental,2024,Chinmay,506.01,782.01,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9091,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9372,9094,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9097,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9100,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9103,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9106,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9109,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9112,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9115,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9118,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9121,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9124,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9127,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9130,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9133,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9136,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9139,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9142,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9145,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9148,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9151,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9154,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9157,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9160,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9372,9163,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_9372,9166,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,46.685,45.581,45.855,,No,
DSC_9372,9169,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9172,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,38.108,37.954,40.624,,No,
DSC_9372,9175,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,37.776,39.523,39.306,,No,
DSC_9372,9178,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9181,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9184,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9187,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9190,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9193,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9196,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9199,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9372,9202,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9205,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,9208,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9372,9211,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9372,9214,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9372,14539,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,NA,"Ant covered entire region initially and turned back towards the food soruce, so the same frames were not reanalyzed while exiting"
DSC_9372,14542,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9372,14545,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9372,14548,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9372,14551,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9372,14554,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9372,14557,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,14560,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9372,14563,10/25/2024,C7F24,4/19/2025,Control,2024,Tiffany,510,788.18,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_9455,1263,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,45.855,45.681,44.17,,NA,
DSC_9455,1266,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9455,1269,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9455,1272,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,48.621,50.524,49.657,,No,
DSC_9455,1275,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9455,1278,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,Yes,
DSC_9455,1281,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,43.697,41.257,41.428,,Yes,
DSC_9455,1284,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9455,1287,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9455,1290,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9455,1293,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9455,1296,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,40.403,39.177,39.775,,NA,
DSC_9455,1299,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,30.759,31.442,28.542,,Yes,
DSC_9455,1302,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,36.118,34.284,36.767,,Yes,
DSC_9455,1305,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9455,1308,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9455,1311,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,45.585,44.193,45.785,,NA,
DSC_9455,1314,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,40.101,41.73,42.317,,NA,
DSC_9455,1317,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9455,1320,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,40.601,40.972,40.711,,Yes,
DSC_9455,1323,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9455,1326,10/15/2025,C1F25,10/23/2025,Experimental,2025,Chinmay,492.02,760.4,Left,Correct,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9457,19429,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
