"","Video","Frame.no.","Date.of.video","Colony","Date.of.analysis","Treatment","Year","Observer.doing.the.analysis","Length.in.pixels.of.Zone2","Length.in.pixels.of.Zone1","End.of.bridge","Ant.choice","Ant.fed.on.the.feeder","Angle.measurement.1","Angle.measurement.2","Angle.measurement.3","Reason.for.NA..Angle.measurement.","Gaster.touching.the.paper","Comments"
"48","DSC_8442",20223,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",53.714,53.915,53.791,NA,"No",""
"49","DSC_8442",20226,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",55.087,56.095,55.893,NA,"No",""
"50","DSC_8442",20229,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",52.667,51.961,52.836,NA,"No",""
"51","DSC_8442",20232,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",NA,NA,NA,"Gaster cannot be distinguished from leg",NA,""
"52","DSC_8442",20235,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",NA,NA,NA,"Gaster cannot be distinguished from leg",NA,""
"53","DSC_8442",20238,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",50.071,49.339,49.125,NA,"No",""
"54","DSC_8442",20241,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",52.123,53.656,53.183,NA,"No",""
"55","DSC_8442",20244,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",53.247,52.113,53.021,NA,"No",""
"56","DSC_8442",20247,"10/17/2022","C2F22","11/19/2025","Experimental","2022","Chinmay",1208.166,163.266,"Right","Correct","No",53.206,52.211,52.175,NA,"No",""
"61","DSC_8469",4868,"10/19/2022","C3F22","11/16/2022","Control","2022","Cyle",1080.185,145.971,"Right","Correct","Yes",37.97,35.727,37.56,NA,NA,""
"62","DSC_8469",4871,"10/19/2022","C3F22","11/16/2022","Control","2022","Cyle",1080.185,145.971,"Right","Correct","Yes",51.436,52.524,52.334,NA,"No",""
"63","DSC_8469",4874,"10/19/2022","C3F22","11/16/2022","Control","2022","Cyle",1080.185,145.971,"Right","Correct","Yes",50.357,50.53,50.43,NA,"No",""
"64","DSC_8469",4877,"10/19/2022","C3F22","11/16/2022","Control","2022","Cyle",1080.185,145.971,"Right","Correct","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole","No",""
"65","DSC_8469",4880,"10/19/2022","C3F22","11/16/2022","Control","2022","Cyle",1080.185,145.971,"Right","Correct","Yes",57.095,57.403,57.679,NA,"No",""
"78","DSC_8482",3686,"10/20/2022","C3F22","11/19/2025","Control","2022","Chinmay",1222.026,165.139,"Right","Correct","Yes",50.491,50.833,50.611,NA,"No",""
"79","DSC_8482",3689,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1222.026,165.139,"Right","Correct","Yes",53.696,51.929,53.499,NA,"No",""
"80","DSC_8482",3692,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1222.026,165.139,"Right","Correct","Yes",49.354,48.709,49.727,NA,"No",""
"81","DSC_8482",3695,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1222.026,165.139,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No",""
"82","DSC_8482",3698,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1222.026,165.139,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No",""
"83","DSC_8482",3701,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1222.026,165.139,"Right","Correct","Yes",48.316,47.373,48.303,NA,"No",""
"84","DSC_8482",3704,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1222.026,165.139,"Right","Correct","Yes",45,45,45,NA,"Yes",""
"85","DSC_8482",3707,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1222.026,165.139,"Right","Correct","Yes",52.453,53.151,52.269,NA,"No",""
"86","DSC_8487",4463,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1248.103,168.663,"Right","Correct","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole",NA,""
"87","DSC_8487",4466,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1248.103,168.663,"Right","Correct","Yes",53.06,52.186,52.716,NA,NA,""
"88","DSC_8487",4469,"10/20/2022","C3F22","11/17/2022","Control","2022","Cyle",1248.103,168.663,"Right","Correct","Yes",56.497,55.455,55.253,NA,"No",""
"92","DSC_8493",1101,"10/22/2022","C3F22","11/18/2022","Experimental","2022","Cyle",1066.002,144.054,"Right","Correct","No",61.512,61.375,60.04,NA,"No",""
"93","DSC_8493",1104,"10/22/2022","C3F22","11/18/2022","Experimental","2022","Cyle",1066.002,144.054,"Right","Correct","No",47.93,47.121,47.476,NA,"No",""
"94","DSC_8493",1107,"10/22/2022","C3F22","11/18/2022","Experimental","2022","Cyle",1066.002,144.054,"Right","Correct","No",NA,NA,NA,"Gaster cannot be distinguished from petiole","No",""
"102","DSC_8500",4704,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1160.558,156.832,"Right","Correct","Yes",NA,NA,NA,"Gaster not completely in frame",NA,"Zone1 front edge is cut off at 118 pixels"
"103","DSC_8500",4707,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1160.558,156.832,"Right","Correct","Yes",47.767,47.982,47.579,NA,"No","Zone1 front edge is cut off at 118 pixels"
"104","DSC_8500",4710,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1160.558,156.832,"Right","Correct","Yes",52.722,52.848,52.595,NA,"No","Zone1 front edge is cut off at 118 pixels"
"105","DSC_8500",4713,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1160.558,156.832,"Right","Correct","Yes",56.089,56.081,56.089,NA,"No","Zone1 front edge is cut off at 118 pixels"
"106","DSC_8500",4716,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1160.558,156.832,"Right","Correct","Yes",50.272,50.528,50.439,NA,"No","Zone1 front edge is cut off at 118 pixels"
"107","DSC_8500",4719,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1160.558,156.832,"Right","Correct","Yes",50.077,50.173,50.547,NA,"No","Zone1 front edge is cut off at 118 pixels"
"108","DSC_8502",1659,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1166.247,157.601,"Right","Correct","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole","No","Zone1 is cut off  by 100 pixels"
"109","DSC_8502",1662,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1166.247,157.601,"Right","Correct","Yes",50.003,49.741,49.787,NA,"No","Zone1 is cut off by 100 pixels"
"110","DSC_8502",1665,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1166.247,157.601,"Right","Correct","Yes",54.834,54.849,54.16,NA,"No","Zone1 is cut off by 100 pixels"
"111","DSC_8502",1668,"10/22/2022","C3F22","11/22/2022","Control","2022","Cyle",1166.247,157.601,"Right","Correct","Yes",45,45,45,NA,"Yes","Zone1 is cut off by 100 pixels"
"120","DSC_8521",2097,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1078.224,145.706,"Right","Wrong","Yes",54.524,54.342,54.334,NA,"No",""
"121","DSC_8521",2100,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1078.224,145.706,"Right","Wrong","Yes",57.939,57.956,58.321,NA,"No",""
"122","DSC_8521",2103,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1078.224,145.706,"Right","Wrong","Yes",61.144,61.314,61.144,NA,"No",""
"123","DSC_8521",2106,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1078.224,145.706,"Right","Wrong","Yes",61.314,61.314,60.721,NA,"No",""
"124","DSC_8521",2109,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1078.224,145.706,"Right","Wrong","Yes",57.205,56.85,56.821,NA,"No",""
"125","DSC_8525",13149,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1086.223,146.787,"Right","Wrong","Yes",51.901,51.75,51.2,NA,"No",""
"126","DSC_8525",13152,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1086.223,146.787,"Right","Wrong","Yes",51.34,51.052,51.102,NA,NA,""
"127","DSC_8525",13155,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1086.223,146.787,"Right","Wrong","Yes",52.785,52.633,52.958,NA,NA,""
"128","DSC_8525",13158,"10/25/2022","C3F22","11/29/2022","Control","2022","Cyle",1086.223,146.787,"Right","Wrong","Yes",54.217,54.642,54.555,NA,"No",""
"129","DSC_8527",27627,"10/26/2022","C3F22","11/30/2022","Experimental","2022","Cyle",986.894,133.364,"Right","Wrong","Yes",52.734,52.33,52.374,NA,NA,""
"130","DSC_8527",27630,"10/26/2022","C3F22","11/30/2022","Experimental","2022","Cyle",986.894,133.364,"Right","Wrong","Yes",56.083,56.188,56.524,NA,"No",""
"131","DSC_8527",27633,"10/26/2022","C3F22","11/30/2022","Experimental","2022","Cyle",986.894,133.364,"Right","Wrong","Yes",56.821,56.705,56.56,NA,"No",""
"132","DSC_8527",27636,"10/26/2022","C3F22","11/30/2022","Experimental","2022","Cyle",986.894,133.364,"Right","Wrong","Yes",NA,NA,NA,"Gaster cannot be distinguished from leg",NA,""
"133","DSC_8527",27639,"10/26/2022","C3F22","11/30/2022","Experimental","2022","Cyle",986.894,133.364,"Right","Wrong","Yes",55.836,55.244,55.026,NA,NA,""
"134","DSC_8534",10619,"10/31/2022","C3F22","11/30/2022","Control","2022","Cyle",1102.116,148.935,"Left","Correct","Yes",44.623,43.698,44.389,NA,"No",""
"135","DSC_8534",10622,"10/31/2022","C3F22","11/30/2022","Control","2022","Cyle",1102.116,148.935,"Left","Correct","Yes",49.323,49.327,49.564,NA,"Yes",""
"136","DSC_8534",10625,"10/31/2022","C3F22","11/30/2022","Control","2022","Cyle",1102.116,148.935,"Left","Correct","Yes",44.361,44.327,44.065,NA,"Yes",""
"137","DSC_8534",10628,"10/31/2022","C3F22","11/30/2022","Control","2022","Cyle",1102.116,148.935,"Left","Correct","Yes",47.684,47.98,48.427,NA,"No",""
"138","DSC_8534",10631,"10/31/2022","C3F22","11/30/2022","Control","2022","Cyle",1102.116,148.935,"Left","Correct","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole","No",""
"139","DSC_8534",10634,"10/31/2022","C3F22","11/30/2022","Control","2022","Cyle",1102.116,148.935,"Left","Correct","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole","No",""
"140","DSC_8534",10637,"10/31/2022","C3F22","11/30/2022","Control","2022","Cyle",1102.116,148.935,"Left","Correct","Yes",58.194,57.995,57.902,NA,"No",""
"141","DSC_8534",10640,"10/31/2022","C3F22","11/30/2022","Control","2022","Cyle",1102.116,148.935,"Left","Correct","Yes",51.903,51.605,51.988,NA,"No",""
"142","DSC_8541",5341,"10/31/2022","C3F22","12/1/2022","Control","2022","Cyle",1126.002,152.162,"Left","Wrong","Yes",49.665,50.04,49.859,NA,"Yes",""
"143","DSC_8541",5344,"10/31/2022","C3F22","12/1/2022","Control","2022","Cyle",1126.002,152.162,"Left","Wrong","Yes",54.866,54.417,54.455,NA,"No",""
"144","DSC_8541",5347,"10/31/2022","C3F22","12/1/2022","Control","2022","Cyle",1126.002,152.162,"Left","Wrong","Yes",59.118,59.339,59.835,NA,"No",""
"145","DSC_8541",5350,"10/31/2022","C3F22","12/1/2022","Control","2022","Cyle",1126.002,152.162,"Left","Wrong","Yes",52.125,52.353,52.125,NA,"No",""
"146","DSC_8541",5353,"10/31/2022","C3F22","12/1/2022","Control","2022","Cyle",1126.002,152.162,"Left","Wrong","Yes",47.774,47.12,47.787,NA,"No",""
"147","DSC_8541",5356,"10/31/2022","C3F22","12/1/2022","Control","2022","Cyle",1126.002,152.162,"Left","Wrong","Yes",57.529,57.445,57.377,NA,"No",""
"148","DSC_8541",5359,"10/31/2022","C3F22","12/1/2022","Control","2022","Cyle",1126.002,152.162,"Left","Wrong","Yes",46.302,46.855,46.769,NA,"No",""
"149","DSC_8541",5362,"10/31/2022","C3F22","12/1/2022","Control","2022","Cyle",1126.002,152.162,"Left","Wrong","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole",NA,""
"153","DSC_8550",21833,"11/2/2022","C3F22","12/2/2022","Control","2022","Cyle",1068.906,144.447,"Left","Correct","Yes",48.833,48.278,48.639,NA,"No",""
"154","DSC_8550",21836,"11/2/2022","C3F22","12/2/2022","Control","2022","Cyle",1068.906,144.447,"Left","Correct","Yes",53.77,53.002,53.7,NA,"No",""
"155","DSC_8550",21839,"11/2/2022","C3F22","12/2/2022","Control","2022","Cyle",1068.906,144.447,"Left","Correct","Yes",48.251,48.457,48.563,NA,"No",""
"156","DSC_8550",21842,"11/2/2022","C3F22","12/2/2022","Control","2022","Cyle",1068.906,144.447,"Left","Correct","Yes",54.162,53.973,54.193,NA,"No",""
"157","DSC_8550",21845,"11/2/2022","C3F22","12/2/2022","Control","2022","Cyle",1068.906,144.447,"Left","Correct","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole",NA,""
"158","DSC_8550",21848,"11/2/2022","C3F22","12/2/2022","Control","2022","Cyle",1068.906,144.447,"Left","Correct","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole",NA,""
"166","DSC_8416",317,"10/8/2022","C1F22","12/6/2022","Experimental","2022","Cyle",1199.962,162.157,"Left","Wrong","No",44.837,44.997,44.829,NA,"No","Video is slanted"
"167","DSC_8416",320,"10/8/2022","C1F22","12/6/2022","Experimental","2022","Cyle",1199.962,162.157,"Left","Wrong","No",40.956,40.841,40.983,NA,"No","Video is slanted"
"168","DSC_8416",323,"10/8/2022","C1F22","12/6/2022","Experimental","2022","Cyle",1199.962,162.157,"Left","Wrong","No",44.557,44.742,44.162,NA,"No","Video is slanted"
"169","DSC_8466",2627,"10/19/2022","C3F22","12/7/2022","Control","2022","Cyle",1080.267,145.982,"Right","Correct","Yes",49.186,48.984,49.844,NA,"No","None focal ant enter T maze and was brushed off with brush"
"170","DSC_8466",2630,"10/19/2022","C3F22","12/7/2022","Control","2022","Cyle",1080.267,145.982,"Right","Correct","Yes",48.132,48.249,48.468,NA,"No","None focal ant enter T maze and was brushed off with brush"
"171","DSC_8466",2633,"10/19/2022","C3F22","12/7/2022","Control","2022","Cyle",1080.267,145.982,"Right","Correct","Yes",NA,NA,NA,"Gaster cannot be distinguished from petiole","No","None focal ant enter T maze and was brushed off with brush"
"172","DSC_8466",2636,"10/19/2022","C3F22","12/7/2022","Control","2022","Cyle",1080.267,145.982,"Right","Correct","Yes",50.046,50.712,50.311,NA,"No","None focal ant enter T maze and was brushed off with brush"
"173","DSC_8466",2639,"10/19/2022","C3F22","12/7/2022","Control","2022","Cyle",1080.267,145.982,"Right","Correct","Yes",53.31,53.595,53.481,NA,"No","None focal ant enter T maze and was brushed off with brush"
"174","DSC_8466",2642,"10/19/2022","C3F22","11/19/2025","Control","2022","Chinmay",1080.267,145.982,"Right","Correct","Yes",48.933,49.656,49.796,NA,"No","None focal ant enter T maze and was brushed off with brush"
"175","DSC_8466",2645,"10/19/2022","C3F22","11/19/2025","Control","2022","Chinmay",1080.267,145.982,"Right","Correct","Yes",52.989,53.509,53.489,NA,"No","None focal ant enter T maze and was brushed off with brush"
"252","DSC_8618",6349,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",42.064,42.156,41.671,"","na","cant distinguish legs/shadows"
"253","DSC_8618",6352,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",50.421,55.081,52.501,"","na","cant distinguish legs/shadows"
"254","DSC_8618",6355,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",NA,NA,NA,"ant is too blurry from motion","na","ant is too blurry from motion"
"255","DSC_8618",6358,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",48.621,48.844,45.707,"","na","ant is too blurry from motion"
"256","DSC_8618",6361,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",NA,NA,NA,"ant is too blurry from motion","na","cant distinguish legs/shadows"
"257","DSC_8618",6364,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",NA,NA,NA,"ant is too blurry from motion","na","cant distinguish legs/shadows"
"258","DSC_8618",6367,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",NA,NA,NA,"ant is too blurry from motion","na","cant distinguish legs/shadows"
"259","DSC_8618",6370,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",NA,NA,NA,"ant is too blurry from motion","na","cant distinguish legs/shadows"
"260","DSC_8618",6373,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",NA,NA,NA,"ant is too blurry from motion","na","cant distinguish legs/shadows"
"261","DSC_8618",6376,"9/27/2023","C3F23","12/3/2023","Control","2023","Hayley",732.044,488.029,"Right","Correct","Yes",NA,NA,NA,"ant is too blurry from motion","no",""
"292","DSC_8638",8529,"9/29/2023","C3F23","6/24/2024","Control","2023","Chinmay",840,560,"Right","Correct","Yes",53.973,54.941,53.746,"","na","Ant is a bit blurry but can figure out the gaster shape"
"293","DSC_8638",8532,"9/29/2023","C3F23","12/14/2023","Control","2023","Hayley",840,560,"Right","Correct","Yes",54.9,55.257,52.98,"","na","cant determine legs or shadows"
"294","DSC_8638",8535,"9/29/2023","C3F23","12/14/2023","Control","2023","Hayley",840,560,"Right","Correct","Yes",50.408,53.13,53.915,"","na","cant determine legs or shadows"
"295","DSC_8638",8538,"9/29/2023","C3F23","6/24/2024","Control","2023","Chinmay",840,560,"Right","Correct","Yes",47.626,48.468,47.534,"","yes","Ant is a bit tilted but can figure out the gaster shape"
"296","DSC_8638",8541,"9/29/2023","C3F23","12/14/2023","Control","2023","Hayley",840,560,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","na","cant determine shadows"
"297","DSC_8638",8544,"9/29/2023","C3F23","6/24/2024","Control","2023","Chinmay",840,560,"Right","Correct","Yes",47.91,47.125,48.366,"","yes","Ant is a bit tilted but can figure out the gaster shape"
"298","DSC_8638",8547,"9/29/2023","C3F23","12/14/2023","Control","2023","Hayley",840,560,"Right","Correct","Yes",54.082,53.063,53.409,"","yes",""
"299","DSC_8638",8550,"9/29/2023","C3F23","12/14/2023","Control","2023","Hayley",840,560,"Right","Correct","Yes",46.494,46.909,46.355,"","yes",""
"300","DSC_8638",8553,"9/29/2023","C3F23","6/24/2024","Control","2023","Chinmay",840,560,"Right","Correct","Yes",NA,NA,NA,"ant not fully sideways","yes","Stinger visible in the screenshot"
"301","DSC_8638",8556,"9/29/2023","C3F23","12/14/2023","Control","2023","Hayley",840,560,"Right","Correct","Yes",47.534,46.66,46.909,"","na","cant determine legs and shadows well enough"
"302","DSC_8638",8559,"9/29/2023","C3F23","12/14/2023","Control","2023","Hayley",840,560,"Right","Correct","Yes",47.406,48.696,50.906,"","na","cant determine legs and shadows well enough"
"303","DSC_8638",8562,"9/29/2023","C3F23","6/24/2024","Control","2023","Chinmay",840,560,"Right","Correct","Yes",54.554,54.254,56.302,"","no","Ant is a bit blurry but can figure out the gaster shape"
"304","DSC_8638",8565,"9/29/2023","C3F23","12/14/2023","Control","2023","Hayley",840,560,"Right","Correct","Yes",56.706,55.125,58.469,"","no",""
"305","DSC_8638",8568,"9/29/2023","C3F23","6/24/2024","Control","2023","Chinmay",840,560,"Right","Correct","Yes",55.305,53.95,54.382,"","no","Ant is a bit tilted but can figure out the gaster shape"
"306","DSC_8638",8571,"9/29/2023","C3F23","6/24/2024","Control","2023","Chinmay",840,560,"Right","Correct","Yes",56.648,57.4,56.992,"","no","Ant is a bit tilted but can figure out the gaster shape"
"371","DSC_8648",18283,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","no",""
"372","DSC_8648",18286,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","na","too blurry to determine"
"373","DSC_8648",18289,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","na","cant determine legs and shadows"
"374","DSC_8648",18292,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",34.919,33.179,36.347,"","na","cant determine legs and shadows"
"375","DSC_8648",18295,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","yes",""
"376","DSC_8648",18298,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","na","cant determine legs and shadows"
"377","DSC_8648",18301,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",44.693,44.474,43.109,"","na","cant determine legs"
"378","DSC_8648",18304,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",45,43.264,43.807,"","na","cant determine legs"
"379","DSC_8648",18307,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","no",""
"380","DSC_8648",18310,"10/3/2023","C4F23","12/14/2023","Control","2023","Chinmay",862.751,575.167,"Right","Correct","Yes",46.146,47.386,46.606,"","yes","Ant is a bit tilted but can figure out the gaster shape"
"381","DSC_8648",18313,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",43.332,45.526,42.471,"","no",""
"382","DSC_8648",18316,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",50.809,49.475,47.626,"","na","cant differentiate between gaster and stinger"
"383","DSC_8648",18319,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",50.87,48.487,48.814,"","na","cant differentiate between gaster and stinger"
"384","DSC_8648",18322,"10/3/2023","C4F23","12/14/2023","Control","2023","Hayley",862.751,575.167,"Right","Correct","Yes",40.528,39.721,42.879,"","yes",""
"385","DSC_8651",6127,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",41.392,39.536,45.668,"","no",""
"386","DSC_8651",6130,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",42.274,42.917,41.878,"","no",""
"387","DSC_8651",6133,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",42.634,40.746,42.184,"","yes",""
"388","DSC_8651",6136,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","na","cant distinguish stinger or gaster"
"389","DSC_8651",6139,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","na","cant distinguish stinger or gaster"
"390","DSC_8651",6142,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"391","DSC_8651",6145,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","na","cant distinguish gaster or stinger"
"392","DSC_8651",6148,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",46.771,46.219,47.291,"","no",""
"393","DSC_8651",6151,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","na","cant distinguish gaster from stinger"
"394","DSC_8651",6154,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","na","cant distinguish gaster from stinger"
"395","DSC_8651",6157,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","n","cant distinguish gaster from stinger"
"396","DSC_8651",6160,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",49.216,51.009,52.253,"","no",""
"397","DSC_8651",6163,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"398","DSC_8651",6166,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"399","DSC_8651",6169,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"400","DSC_8651",6172,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",55.176,53.409,55.125,"","no",""
"401","DSC_8651",6175,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",45,46.169,43.727,"","no",""
"402","DSC_8651",6178,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"403","DSC_8651",6181,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"404","DSC_8651",6184,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"405","DSC_8651",6187,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",43.1,45.862,45.166,"","no",""
"406","DSC_8651",6190,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",49.16,47.579,48.122,"","yes",""
"407","DSC_8651",6193,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"408","DSC_8651",6196,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","na","cant distinguish between gaster and stinger"
"409","DSC_8651",6199,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"410","DSC_8651",6202,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"411","DSC_8651",6205,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",NA,NA,NA,"ant not sideways","no",""
"412","DSC_8651",6208,"10/3/2023","C3F23","12/14/2023","Control","2023","Hayley",840.238,560.159,"Right","Wrong","Yes",57.265,58.993,57.848,"","na","cant distinguish between gaster and stinger"
