Video,Frame no.,Date of video,Colony,Date of analysis,Treatment,Year,Observer doing the analysis,Length in pixels of Zone2,Length in pixels of Zone1,End of bridge,Ant choice,Ant fed on the feeder,Angle measurement 1,Angle measurement 2,Angle measurement 3,Reason for NA (Angle measurement),Gaster touching the paper,Comments
DSC_9162,8352,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_9162,8355,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,39.089,39.036,40.732,,NA,
DSC_9162,8358,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_9162,8361,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9162,8364,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_9162,8367,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_9162,8370,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_9162,8373,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_9162,8376,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,No,
DSC_9162,8379,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_9162,8382,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant very blurry,No,
DSC_9162,8385,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9162,8388,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9162,8391,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,46.01,45.305,44.593,,NA,
DSC_9162,8394,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9162,8397,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,47.131,48.112,47.922,,NA,
DSC_9162,8400,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,50.234,49.429,49.736,,No,
DSC_9162,8403,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,No,
DSC_9162,8406,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,43.214,43.854,43.264,,Yes,
DSC_9162,8409,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,50.314,48.343,48.9,,NA,
DSC_9162,8412,9/8/2024,C2F24,4/19/2025,Control,2024,Tiffany,506.01,782.01,Right,Correct,Yes,49.839,48.295,47.51,,NA,
DSC_8760,3998,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4001,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4004,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4007,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4010,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4013,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4016,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4019,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4022,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4025,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4028,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,48.626,49.25,49.509,,NA,
DSC_8760,4031,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4034,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4037,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_8760,4040,6/16/2024,C1F24,12/3/2025,Experimental,2024,Chinmay,531.02,820.67,Right,Wrong,Yes,NA,NA,NA,Ant very blurry,NA,
DSC_9248,1457,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1460,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,45.745,45.881,46.388,,No,
DSC_9248,1463,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,49.604,49.456,49.742,,No,
DSC_9248,1466,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1469,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1472,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant very blurry,NA,
DSC_9248,1475,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1478,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1481,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,52.216,50.519,50.346,,No,
DSC_9248,1484,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,50.531,50.323,49.713,,No,
DSC_9248,1487,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1490,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1493,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1496,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,51.997,50.067,50.844,,No,
DSC_9248,1499,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,49.994,49.935,50.69,,NA,
DSC_9248,1502,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9248,1505,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9248,1508,9/18/2024,C4F24,12/3/2025,Experimental,2024,Chinmay,500.01,772.74,Right,Wrong,No,51.863,52.84,51.481,,No,
DSC_9387,26480,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,51.145,51.301,52.727,,No,
DSC_9387,26483,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9387,26486,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9387,26489,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9387,26492,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9387,26495,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9387,26498,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9387,26501,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9387,26504,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9387,26507,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,No,
DSC_9387,26510,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,52.776,51.011,51.52,,NA,
DSC_9387,26513,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9387,26516,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,49.759,49.437,50.572,,Yes,
DSC_9387,26519,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,No,
DSC_9387,26522,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9387,26525,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9387,26528,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9387,26531,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9387,26534,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9387,26537,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,33.147,32.628,33.977,,Yes,
DSC_9387,26540,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,39.631,40.804,40.48,,Yes,
DSC_9387,26543,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,43.363,42.826,43.493,,Yes,
DSC_9387,26546,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9387,26549,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,No,
DSC_9387,26552,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9387,26555,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9387,26558,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9387,26561,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9387,26564,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9387,26567,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9387,26570,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9387,26573,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,43.633,42.869,43.1,,Yes,
DSC_9387,26576,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9387,26579,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,41.33,41.946,41.009,,Yes,
DSC_9387,26582,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9387,26585,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9387,26588,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,45.944,46.911,46.219,,Yes,
DSC_9387,26591,8/28/2025,C1F25,10/21/2025,Experimental,2025,Chinmay,482.03,744.95,Left,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5128,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_9406,5131,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_9406,5134,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_9406,5137,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_9406,5140,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_9406,5143,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_9406,5146,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_9406,5149,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5152,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant gaster not clearly visible,No,
DSC_9406,5155,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9406,5158,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,40.37,39.945,41.468,,Yes,
DSC_9406,5161,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,44.326,44.04,45.887,,Yes,
DSC_9406,5164,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5167,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5170,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,49.254,49.993,48.227,,Yes,
DSC_9406,5173,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,49.022,47.951,49.365,,Yes,
DSC_9406,5176,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9406,5179,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,36.87,37.954,37.686,,Yes,
DSC_9406,5182,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,44.624,45.464,46.334,,Yes,
DSC_9406,5185,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,47.545,47.213,46.655,,No,
DSC_9406,5188,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant gaster not clearly visible,No,
DSC_9406,5191,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5194,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5197,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,49.97,50.08,49.865,,Yes,
DSC_9406,5200,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,50.456,50.683,50.8,,No,
DSC_9406,5203,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant gaster not clearly visible,No,
DSC_9406,5206,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5209,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant gaster not clearly visible,No,
DSC_9406,5212,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,45.659,43.46,43.727,,No,
DSC_9406,5215,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant not completely sideways,No,
DSC_9406,5218,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,44.653,43.152,43.698,,Yes,
DSC_9406,5221,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,44.397,44.384,44.037,,Yes,
DSC_9406,5224,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,44.973,44.698,44.993,,No,
DSC_9406,5227,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5230,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,48.576,47.683,47.951,,No,
DSC_9406,5233,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,49.513,49.994,48.366,,No,
DSC_9406,5236,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,45.344,43.381,45.291,,Yes,
DSC_9406,5239,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5242,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5245,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,NA,NA,NA,Ant too blurry,NA,
DSC_9406,5248,9/29/2025,C1F25,10/22/2025,Experimental,2025,Chinmay,524.04,809.88,Right,Correct,No,50.528,49.97,49.497,,No,
DSC_9414,22560,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,46.428,45.61,47.437,,NA,
DSC_9414,22563,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,51.989,52.022,51.718,,NA,
DSC_9414,22566,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,51.208,52.863,51.997,,No,
DSC_9414,22569,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,46.167,45.63,45.809,,NA,
DSC_9414,22572,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,48.605,48.21,47.121,,Yes,
DSC_9414,22575,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,45.275,45.405,46.219,,No,
DSC_9414,22578,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,45.616,45.278,44.409,,No,
DSC_9414,22581,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,46.454,46.076,45.603,,No,
DSC_9414,22584,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,44.049,43.112,43.832,,Yes,
DSC_9414,22587,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,40.195,41.465,41.855,,Yes,
DSC_9414,22590,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,43.51,43.9,43.449,,Yes,
DSC_9414,22593,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,40.03,40.009,41.269,,NA,
DSC_9414,22596,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,45.921,46.273,46.647,,No,
DSC_9414,22599,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,47.403,47.021,48.289,,No,
DSC_9414,22602,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,41.269,42.397,42.816,,Yes,
DSC_9414,22605,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,45.912,45.67,44.469,,Yes,
DSC_9414,22608,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,46.599,46.219,46.607,,Yes,
DSC_9414,22611,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,47.813,47.663,46.621,,No,
DSC_9414,22614,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,48.211,48.618,48.366,,No,
DSC_9414,22617,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,45.939,44.356,44.275,,NA,
DSC_9414,22620,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,44.06,45.355,46.05,,NA,
DSC_9414,22623,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,43.069,43.979,43.316,,Yes,
DSC_9414,22626,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,40.852,41.1,40.4,,Yes,
DSC_9414,22629,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,41.634,40.114,40.985,,Yes,
DSC_9414,22632,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,41.154,40.292,41.487,,Yes,
DSC_9414,22635,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9414,22638,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,48.366,47.566,47.269,,No,
DSC_9414,22641,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,47.734,47.021,46.843,,NA,
DSC_9414,22644,10/1/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,544.06,840.02,Right,Correct,Yes,46.931,47.948,46.581,,NA,
DSC_9424,1107,10/6/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,516.02,797.49,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9424,1110,10/6/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,516.02,797.49,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9424,1113,10/6/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,516.02,797.49,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9424,1116,10/6/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,516.02,797.49,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9424,1119,10/6/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,516.02,797.49,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9424,1122,10/6/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,516.02,797.49,Right,Correct,Yes,46.406,46.688,45.644,,NA,
DSC_9424,1125,10/6/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,516.02,797.49,Right,Correct,Yes,49.185,49.289,49.708,,NA,
DSC_9424,1128,10/6/2025,C2F25,10/22/2025,Experimental,2025,Chinmay,516.02,797.49,Right,Correct,Yes,46.406,44.215,45.331,,Yes,
