Video,Frame no.,Date of video,Colony,Date of analysis,Treatment,Year,Observer doing the analysis,Length in pixels of Zone2,Length in pixels of Zone1,End of bridge,Ant choice,Ant fed on the feeder,Angle measurement 1,Angle measurement 2,Angle measurement 3,Reason for NA (Angle measurement),Gaster touching the paper,Comments
DSC_8412,230,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,49.276,50.528,48.145,NA,No,
DSC_8412,233,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,49.802,50.735,50.259,NA,No,
DSC_8412,236,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,30.709,32.556,32.751,NA,No,
DSC_8412,239,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,50.080,47.490,48.423,NA,No,
DSC_8412,242,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,47.490,48.077,47.490,NA,No,
DSC_8412,245,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,49.970,50.412,50.648,NA,No,
DSC_8412,248,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,47.663,48.215,50.440,NA,No,
DSC_8412,251,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,40.236,39.523,41.285,Ant not completely sideways,No,
DSC_8412,254,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8412,257,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8412,260,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8412,263,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,39.523,41.082,41.820,NA,No,
DSC_8412,266,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,47.352,48.215,48.289,NA,No,
DSC_8412,269,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,NA,NA,NA,Cannot differentiate between face and gaster,No,
DSC_8412,272,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8412,275,10/7/2022,C1F22,11/3/2022,Experimental,2022,Cyle,1104.958,149.319,Right,Abandoned,No,NA,NA,NA,Cannot differentiate between face and gaster,No,
DSC_8413,126,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8413,129,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8413,132,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,33.466,32.871,34.752,NA,Yes,
DSC_8413,135,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8413,138,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,43.602,43.251,45.152,Cannot tell if gaster is touching the paper,NA,
DSC_8413,141,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8413,144,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8413,147,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8413,150,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8413,153,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8413,156,10/7/2022,C1F22,11/4/2022,Experimental,2022,Cyle,1084.976,146.618,Right,Abandoned,No,NA,NA,NA,Ant not in the frame,NA,
DSC_8430,283,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8430,286,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8430,289,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_8430,292,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_8430,295,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,40.872,41.262,43.531,NA,NA,
DSC_8430,298,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,41.075,40.711,40.151,NA,NA,
DSC_8430,301,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,45.895,45.535,45.746,NA,No,
DSC_8430,304,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,37.066,37.530,39.284,NA,NA,
DSC_8430,307,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_8430,310,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_8430,313,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_8430,316,10/11/2022,C1F22,11/14/2022,Experimental,2022,Cyle,1339.589,181.026,Left,Abandoned,No,26.164,29.472,29.358,NA,NA,
DSC_8434,353,10/17/2022,C2F22,11/14/2022,Experimental,2022,Cyle,1232.785,166.593,Right,Abandoned,No,54.246,52.374,53.828,NA,No,
DSC_8434,356,10/17/2022,C2F22,11/14/2022,Experimental,2022,Cyle,1232.785,166.593,Right,Abandoned,No,58.420,57.804,56.314,NA,No,
DSC_8434,359,10/17/2022,C2F22,11/14/2022,Experimental,2022,Cyle,1232.785,166.593,Right,Abandoned,No,55.081,53.892,52.958,NA,No,
DSC_8434,362,10/17/2022,C2F22,11/14/2022,Experimental,2022,Cyle,1232.785,166.593,Right,Abandoned,No,61.390,62.063,61.282,NA,No,
DSC_8434,365,10/17/2022,C2F22,11/14/2022,Experimental,2022,Cyle,1232.785,166.593,Right,Abandoned,No,55.543,56.690,55.278,NA,No,
DSC_8434,368,10/17/2022,C2F22,11/14/2022,Experimental,2022,Cyle,1232.785,166.593,Right,Abandoned,No,57.336,58.079,56.976,NA,No,
DSC_8434,371,10/17/2022,C2F22,11/14/2022,Experimental,2022,Cyle,1232.785,166.593,Right,Abandoned,No,61.846,63.086,61.205,NA,No,
DSC_8434,374,10/17/2022,C2F22,11/14/2022,Experimental,2022,Cyle,1232.785,166.593,Right,Abandoned,No,58.173,58.610,56.577,NA,No,
DSC_8442,20223,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,53.714,53.915,53.791,NA,No,
DSC_8442,20226,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,55.087,56.095,55.893,NA,No,
DSC_8442,20229,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,52.667,51.961,52.836,NA,No,
DSC_8442,20232,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,NA,NA,NA,Gaster cannot be distinguished from leg,NA,
DSC_8442,20235,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,NA,NA,NA,Gaster cannot be distinguished from leg,NA,
DSC_8442,20238,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,50.071,49.339,49.125,NA,No,
DSC_8442,20241,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,52.123,53.656,53.183,NA,No,
DSC_8442,20244,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,53.247,52.113,53.021,NA,No,
DSC_8442,20247,10/17/2022,C2F22,11/19/2025,Experimental,2022,Chinmay,1208.166,163.266,Right,Correct,No,53.206,52.211,52.175,NA,No,
DSC_8460,95,10/19/2022,C3F22,11/15/2022,Experimental,2022,Cyle,957.518,129.394,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,NA,Video slightly tilted
DSC_8460,98,10/19/2022,C3F22,11/15/2022,Experimental,2022,Cyle,957.518,129.394,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,Video slightly tilted
DSC_8460,101,10/19/2022,C3F22,11/15/2022,Experimental,2022,Cyle,957.518,129.394,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,Video slightly tilted
DSC_8460,104,10/19/2022,C3F22,11/15/2022,Experimental,2022,Cyle,957.518,129.394,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,Video slightly tilted
DSC_8469,4868,10/19/2022,C3F22,11/16/2022,Control,2022,Cyle,1080.185,145.971,Right,Correct,Yes,37.970,35.727,37.560,NA,NA,
DSC_8469,4871,10/19/2022,C3F22,11/16/2022,Control,2022,Cyle,1080.185,145.971,Right,Correct,Yes,51.436,52.524,52.334,NA,No,
DSC_8469,4874,10/19/2022,C3F22,11/16/2022,Control,2022,Cyle,1080.185,145.971,Right,Correct,Yes,50.357,50.530,50.430,NA,No,
DSC_8469,4877,10/19/2022,C3F22,11/16/2022,Control,2022,Cyle,1080.185,145.971,Right,Correct,Yes,NA,NA,NA,Gaster cannot be distinguished from petiole,No,
DSC_8469,4880,10/19/2022,C3F22,11/16/2022,Control,2022,Cyle,1080.185,145.971,Right,Correct,Yes,57.095,57.403,57.679,NA,No,
DSC_8472,200,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1052.002,142.162,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,NA,
DSC_8472,203,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1052.002,142.162,Right,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8472,206,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1052.002,142.162,Right,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8472,209,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1052.002,142.162,Right,Abandoned,No,60.751,60.825,60.3,NA,No,
DSC_8472,212,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1052.002,142.162,Right,Abandoned,No,55.098,53.746,54.211,NA,No,
DSC_8475,87,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1064.543,143.857,Right,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8475,90,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1064.543,143.857,Right,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,No,
DSC_8475,93,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1064.543,143.857,Right,Abandoned,No,34.106,34.509,34.778,NA,No,
DSC_8475,96,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1064.543,143.857,Right,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,No,
DSC_8475,99,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1064.543,143.857,Right,Abandoned,No,59.982,60.6,60.643,NA,No,
DSC_8475,102,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1064.543,143.857,Right,Abandoned,No,74.197,74.063,74.745,NA,No,
DSC_8475,105,10/20/2022,C3F22,11/16/2022,Experimental,2022,Cyle,1064.543,143.857,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,Yes,Gaster is touching the paper due to an uneven surface (paper overlay got peeled off slightly)
DSC_8482,3686,10/20/2022,C3F22,11/19/2025,Control,2022,Chinmay,1222.026,165.139,Right,Correct,Yes,50.491,50.833,50.611,NA,No,
DSC_8482,3689,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1222.026,165.139,Right,Correct,Yes,53.696,51.929,53.499,NA,No,
DSC_8482,3692,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1222.026,165.139,Right,Correct,Yes,49.354,48.709,49.727,NA,No,
DSC_8482,3695,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1222.026,165.139,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,No,
DSC_8482,3698,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1222.026,165.139,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,No,
DSC_8482,3701,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1222.026,165.139,Right,Correct,Yes,48.316,47.373,48.303,NA,No,
DSC_8482,3704,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1222.026,165.139,Right,Correct,Yes,45,45,45,NA,Yes,
DSC_8482,3707,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1222.026,165.139,Right,Correct,Yes,52.453,53.151,52.269,NA,No,
DSC_8487,4463,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1248.103,168.663,Right,Correct,Yes,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8487,4466,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1248.103,168.663,Right,Correct,Yes,53.06,52.186,52.716,NA,NA,
DSC_8487,4469,10/20/2022,C3F22,11/17/2022,Control,2022,Cyle,1248.103,168.663,Right,Correct,Yes,56.497,55.455,55.253,NA,No,
DSC_8492,214,10/22/2022,C3F22,11/17/2022,Experimental,2022,Cyle,1066,144.054,Right,Abandoned,No,46.591,45,45.881,NA,NA,
DSC_8492,217,10/22/2022,C3F22,11/17/2022,Experimental,2022,Cyle,1066,144.054,Right,Abandoned,No,52.283,53.499,52.828,NA,NA,
DSC_8492,220,10/22/2022,C3F22,11/17/2022,Experimental,2022,Cyle,1066,144.054,Right,Abandoned,No,64.537,64.22,64.242,NA,Yes,Gaster is touching the paper due to an uneven surface (paper overlay got peeled off slightly)
DSC_8493,1101,10/22/2022,C3F22,11/18/2022,Experimental,2022,Cyle,1066.002,144.054,Right,Correct,No,61.512,61.375,60.04,NA,No,
DSC_8493,1104,10/22/2022,C3F22,11/18/2022,Experimental,2022,Cyle,1066.002,144.054,Right,Correct,No,47.93,47.121,47.476,NA,No,
DSC_8493,1107,10/22/2022,C3F22,11/18/2022,Experimental,2022,Cyle,1066.002,144.054,Right,Correct,No,NA,NA,NA,Gaster cannot be distinguished from petiole,No,
DSC_8497,364,10/22/2022,C3F22,11/18/2022,Control,2022,Cyle,1160.498,156.824,Right,Abandoned,No,41.73,41.627,40.428,NA,No,
DSC_8497,367,10/22/2022,C3F22,11/18/2022,Control,2022,Cyle,1160.498,156.824,Right,Abandoned,No,47.866,47.776,47.692,NA,No,
DSC_8497,370,10/22/2022,C3F22,11/18/2022,Control,2022,Cyle,1160.498,156.824,Right,Abandoned,No,47.726,46.984,47.101,NA,No,
DSC_8497,373,10/22/2022,C3F22,11/18/2022,Control,2022,Cyle,1160.498,156.824,Right,Abandoned,No,50.378,49.708,50.418,NA,No,
DSC_8497,376,10/22/2022,C3F22,11/18/2022,Control,2022,Cyle,1160.498,156.824,Right,Abandoned,No,52.206,51.953,51.908,NA,No,
DSC_8497,379,10/22/2022,C3F22,11/18/2022,Control,2022,Cyle,1160.498,156.824,Right,Abandoned,No,47.07,47.038,47.001,NA,No,
DSC_8497,382,10/22/2022,C3F22,11/18/2022,Control,2022,Cyle,1160.498,156.824,Right,Abandoned,No,51.043,51.441,51.314,NA,No,
DSC_8500,4704,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1160.558,156.832,Right,Correct,Yes,NA,NA,NA,Gaster not completely in frame,NA,Zone1 front edge is cut off at 118 pixels
DSC_8500,4707,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1160.558,156.832,Right,Correct,Yes,47.767,47.982,47.579,NA,No,Zone1 front edge is cut off at 118 pixels
DSC_8500,4710,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1160.558,156.832,Right,Correct,Yes,52.722,52.848,52.595,NA,No,Zone1 front edge is cut off at 118 pixels
DSC_8500,4713,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1160.558,156.832,Right,Correct,Yes,56.089,56.081,56.089,NA,No,Zone1 front edge is cut off at 118 pixels
DSC_8500,4716,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1160.558,156.832,Right,Correct,Yes,50.272,50.528,50.439,NA,No,Zone1 front edge is cut off at 118 pixels
DSC_8500,4719,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1160.558,156.832,Right,Correct,Yes,50.077,50.173,50.547,NA,No,Zone1 front edge is cut off at 118 pixels
DSC_8502,1659,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1166.247,157.601,Right,Correct,Yes,NA,NA,NA,Gaster cannot be distinguished from petiole,No,Zone1 is cut off  by 100 pixels
DSC_8502,1662,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1166.247,157.601,Right,Correct,Yes,50.003,49.741,49.787,NA,No,Zone1 is cut off by 100 pixels
DSC_8502,1665,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1166.247,157.601,Right,Correct,Yes,54.834,54.849,54.16,NA,No,Zone1 is cut off by 100 pixels
DSC_8502,1668,10/22/2022,C3F22,11/22/2022,Control,2022,Cyle,1166.247,157.601,Right,Correct,Yes,45,45,45,NA,Yes,Zone1 is cut off by 100 pixels
DSC_8510,98,10/23/2022,C3F22,11/23/2022,Experimental,2022,Cyle,990.008,133.785,Right,Abandoned,No,NA,NA,NA,Ant not completely sideways,No,
DSC_8510,101,10/23/2022,C3F22,11/23/2022,Experimental,2022,Cyle,990.008,133.785,Right,Abandoned,No,64.977,64.627,63.295,NA,No,
DSC_8517,288,10/23/2022,C3F22,11/23/2022,Experimental,2022,Cyle,998.128,134.882,Right,Abandoned,No,45,45,45,NA,No,
DSC_8517,291,10/23/2022,C3F22,11/23/2022,Experimental,2022,Cyle,998.128,134.882,Right,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from leg,NA,
DSC_8517,294,10/23/2022,C3F22,11/23/2022,Experimental,2022,Cyle,998.128,134.882,Right,Abandoned,No,52.883,52.883,52.883,NA,Yes,
DSC_8517,297,10/23/2022,C3F22,11/23/2022,Experimental,2022,Cyle,998.128,134.882,Right,Abandoned,No,57.265,57.278,57.319,NA,No,
DSC_8517,300,10/23/2022,C3F22,11/23/2022,Experimental,2022,Cyle,998.128,134.882,Right,Abandoned,No,50.704,50.447,50.36,NA,NA,
DSC_8517,303,10/23/2022,C3F22,11/23/2022,Experimental,2022,Cyle,998.128,134.882,Right,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,Yes,Gaster is touching the paper due to an uneven surface (paper overlay got peeled off slightly)
DSC_8521,2097,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1078.224,145.706,Right,Wrong,Yes,54.524,54.342,54.334,NA,No,
DSC_8521,2100,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1078.224,145.706,Right,Wrong,Yes,57.939,57.956,58.321,NA,No,
DSC_8521,2103,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1078.224,145.706,Right,Wrong,Yes,61.144,61.314,61.144,NA,No,
DSC_8521,2106,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1078.224,145.706,Right,Wrong,Yes,61.314,61.314,60.721,NA,No,
DSC_8521,2109,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1078.224,145.706,Right,Wrong,Yes,57.205,56.85,56.821,NA,No,
DSC_8525,13149,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1086.223,146.787,Right,Wrong,Yes,51.901,51.75,51.2,NA,No,
DSC_8525,13152,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1086.223,146.787,Right,Wrong,Yes,51.34,51.052,51.102,NA,NA,
DSC_8525,13155,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1086.223,146.787,Right,Wrong,Yes,52.785,52.633,52.958,NA,NA,
DSC_8525,13158,10/25/2022,C3F22,11/29/2022,Control,2022,Cyle,1086.223,146.787,Right,Wrong,Yes,54.217,54.642,54.555,NA,No,
DSC_8527,27627,10/26/2022,C3F22,11/30/2022,Experimental,2022,Cyle,986.894,133.364,Right,Wrong,Yes,52.734,52.33,52.374,NA,NA,
DSC_8527,27630,10/26/2022,C3F22,11/30/2022,Experimental,2022,Cyle,986.894,133.364,Right,Wrong,Yes,56.083,56.188,56.524,NA,No,
DSC_8527,27633,10/26/2022,C3F22,11/30/2022,Experimental,2022,Cyle,986.894,133.364,Right,Wrong,Yes,56.821,56.705,56.56,NA,No,
DSC_8527,27636,10/26/2022,C3F22,11/30/2022,Experimental,2022,Cyle,986.894,133.364,Right,Wrong,Yes,NA,NA,NA,Gaster cannot be distinguished from leg,NA,
DSC_8527,27639,10/26/2022,C3F22,11/30/2022,Experimental,2022,Cyle,986.894,133.364,Right,Wrong,Yes,55.836,55.244,55.026,NA,NA,
DSC_8534,10619,10/31/2022,C3F22,11/30/2022,Control,2022,Cyle,1102.116,148.935,Left,Correct,Yes,44.623,43.698,44.389,NA,No,
DSC_8534,10622,10/31/2022,C3F22,11/30/2022,Control,2022,Cyle,1102.116,148.935,Left,Correct,Yes,49.323,49.327,49.564,NA,Yes,
DSC_8534,10625,10/31/2022,C3F22,11/30/2022,Control,2022,Cyle,1102.116,148.935,Left,Correct,Yes,44.361,44.327,44.065,NA,Yes,
DSC_8534,10628,10/31/2022,C3F22,11/30/2022,Control,2022,Cyle,1102.116,148.935,Left,Correct,Yes,47.684,47.98,48.427,NA,No,
DSC_8534,10631,10/31/2022,C3F22,11/30/2022,Control,2022,Cyle,1102.116,148.935,Left,Correct,Yes,NA,NA,NA,Gaster cannot be distinguished from petiole,No,
DSC_8534,10634,10/31/2022,C3F22,11/30/2022,Control,2022,Cyle,1102.116,148.935,Left,Correct,Yes,NA,NA,NA,Gaster cannot be distinguished from petiole,No,
DSC_8534,10637,10/31/2022,C3F22,11/30/2022,Control,2022,Cyle,1102.116,148.935,Left,Correct,Yes,58.194,57.995,57.902,NA,No,
DSC_8534,10640,10/31/2022,C3F22,11/30/2022,Control,2022,Cyle,1102.116,148.935,Left,Correct,Yes,51.903,51.605,51.988,NA,No,
DSC_8541,5341,10/31/2022,C3F22,12/1/2022,Control,2022,Cyle,1126.002,152.162,Left,Wrong,Yes,49.665,50.04,49.859,NA,Yes,
DSC_8541,5344,10/31/2022,C3F22,12/1/2022,Control,2022,Cyle,1126.002,152.162,Left,Wrong,Yes,54.866,54.417,54.455,NA,No,
DSC_8541,5347,10/31/2022,C3F22,12/1/2022,Control,2022,Cyle,1126.002,152.162,Left,Wrong,Yes,59.118,59.339,59.835,NA,No,
DSC_8541,5350,10/31/2022,C3F22,12/1/2022,Control,2022,Cyle,1126.002,152.162,Left,Wrong,Yes,52.125,52.353,52.125,NA,No,
DSC_8541,5353,10/31/2022,C3F22,12/1/2022,Control,2022,Cyle,1126.002,152.162,Left,Wrong,Yes,47.774,47.12,47.787,NA,No,
DSC_8541,5356,10/31/2022,C3F22,12/1/2022,Control,2022,Cyle,1126.002,152.162,Left,Wrong,Yes,57.529,57.445,57.377,NA,No,
DSC_8541,5359,10/31/2022,C3F22,12/1/2022,Control,2022,Cyle,1126.002,152.162,Left,Wrong,Yes,46.302,46.855,46.769,NA,No,
DSC_8541,5362,10/31/2022,C3F22,12/1/2022,Control,2022,Cyle,1126.002,152.162,Left,Wrong,Yes,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8546,555,11/1/2022,C3F22,12/1/2022,Experimental,2022,Cyle,1018.126,137.585,Left,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8546,558,11/1/2022,C3F22,12/1/2022,Experimental,2022,Cyle,1018.126,137.585,Left,Abandoned,No,58.523,58.707,58.548,NA,No,
DSC_8546,561,11/1/2022,C3F22,12/1/2022,Experimental,2022,Cyle,1018.126,137.585,Left,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8550,21833,11/2/2022,C3F22,12/2/2022,Control,2022,Cyle,1068.906,144.447,Left,Correct,Yes,48.833,48.278,48.639,NA,No,
DSC_8550,21836,11/2/2022,C3F22,12/2/2022,Control,2022,Cyle,1068.906,144.447,Left,Correct,Yes,53.77,53.002,53.7,NA,No,
DSC_8550,21839,11/2/2022,C3F22,12/2/2022,Control,2022,Cyle,1068.906,144.447,Left,Correct,Yes,48.251,48.457,48.563,NA,No,
DSC_8550,21842,11/2/2022,C3F22,12/2/2022,Control,2022,Cyle,1068.906,144.447,Left,Correct,Yes,54.162,53.973,54.193,NA,No,
DSC_8550,21845,11/2/2022,C3F22,12/2/2022,Control,2022,Cyle,1068.906,144.447,Left,Correct,Yes,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8550,21848,11/2/2022,C3F22,12/2/2022,Control,2022,Cyle,1068.906,144.447,Left,Correct,Yes,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,
DSC_8399,165,9/27/2022,C1F22,12/5/2022,Experimental,2022,Cyle,948.135,128.126,Left,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,No,Length of Zone2 is cut short due to Zone2 not being fully in view
DSC_8399,168,9/27/2022,C1F22,12/5/2022,Experimental,2022,Cyle,948.135,128.126,Left,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,NA,Length of Zone2 is cut short due to Zone2 not being fully in view
DSC_8400,257,9/27/2022,C1F22,12/5/2022,Experimental,2022,Cyle,1172.109,158.393,Left,Abandoned,No,NA,NA,NA,Gaster cannot be distinguished from petiole,No,
DSC_8400,260,9/27/2022,C1F22,12/5/2022,Experimental,2022,Cyle,1172.109,158.393,Left,Abandoned,No,50.315,50.275,50.217,NA,No,
DSC_8400,263,9/27/2022,C1F22,12/5/2022,Experimental,2022,Cyle,1172.109,158.393,Left,Abandoned,No,54.654,54.429,54.953,NA,No,
DSC_8418,124,10/8/2022,C1F22,12/6/2022,Experimental,2022,Cyle,1203.935,162.694,Left,Abandoned,No,42.12,42.089,42.142,NA,No,Video is slanted
DSC_8418,127,10/8/2022,C1F22,12/6/2022,Experimental,2022,Cyle,1203.935,162.694,Left,Abandoned,No,48.424,48.746,48.105,NA,No,Video is slanted
